RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
4 8 4 4 10 4
4 9 4 4 10 4
4 4 4 3 10 4
5 8 3 5 10 4
4 9 4 4 10 4
4 9 4 5 10 4
7 8 4 3 10 4
5 4 3 4 10 4
5 9 4 4 10 4
4 9 4 5 10 4
4 9 5 5 10 4
5 9 3 3 10 4
5 8 3 4 10 4
5 9 3 5 10 4
4 8 4 5 10 4
4 9 4 5 10 4
4 9 5 5 10 4
3 9 4 5 10 4
4 9 3 3 10 4
4 8 4 3 10 4
4 9 4 4 10 4
4 9 4 3 10 4
4 9 3 5 10 4
4 10 4 4 10 4
4 9 4 5 10 4
3 10 5 4 10 4
3 9 4 4 10 4
3 3 4 3 10 4
4 9 4 4 10 4
4 8 4 4 10 4
3 10 3 3 10 4
4 9 3 3 10 4
4 9 4 5 10 4
4 9 4 4 10 4
3 9 4 4 10 4
4 9 3 3 10 4
3 10 3 3 10 4
4 9 3 5 10 4
3 7 3 4 10 4
3 9 3 4 10 4
3 4 3 3 10 4
4 9 4 3 10 4
4 8 3 3 10 4
3 9 3 3 10 4
4 9 3 3 10 4
4 8 3 3 10 4
3 9 3 4 10 4
3 9 3 3 10 4
4 9 4 3 10 4
3 9 4 3 10 4
4 9 4 3 10 4
3 4 3 7 10 4
3 3 3 4 10 4
3 7 4 3 10 4
3 4 3 3 10 4
3 3 4 4 10 4
4 9 3 3 10 4
3 7 3 4 10 4
3 9 4 3 10 4
3 9 3 4 10 4
4 9 4 3 10 4
5 9 3 4 10 4
3 9 4 3 10 4
3 10 4 4 10 4
3 3 4 3 10 4
3 9 3 5 10 4
3 9 4 3 10 4
3 4 3 4 10 4
3 9 3 3 10 4
3 10 4 4 10 4
4 9 3 3 10 4
3 7 3 5 10 4
3 3 4 3 10 4
4 10 3 3 10 4
4 9 4 3 10 4
3 9 3 3 10 4
4 9 4 5 10 4
4 9 3 4 10 4
3 3 4 4 10 4
4 7 3 3 10 4
4 9 4 3 10 4
4 3 3 3 10 4
3 9 4 3 10 4
3 3 4 4 10 4
3 3 3 4 10 4
4 9 4 3 10 4
4 9 4 3 10 4
3 9 3 3 10 4
3 10 4 3 10 4
3 10 3 4 10 4
4 7 3 3 10 4
3 9 4 3 10 4
3 10 4 3 10 4
3 9 3 4 10 4
3 9 4 4 10 4
3 9 4 4 10 4
4 8 4 4 10 4
3 4 4 3 10 4
4 9 3 3 10 4
4 10 4 4 10 4
4 9 3 4 10 4
4 9 4 3 10 4
4 9 4 3 10 4
3 9 4 4 10 4
4 9 3 3 10 4
3 9 4 3 10 4
3 9 4 4 10 4
4 9 4 5 10 4
3 4 3 3 10 4
3 3 4 3 10 4
3 9 4 4 10 4
3 9 4 5 10 4
3 9 4 4 10 4
4 10 3 3 10 4
3 8 4 3 10 4
3 9 4 3 10 4
3 10 3 4 10 4
3 9 3 3 10 4
3 9 4 4 10 4
3 9 4 4 10 4
3 9 3 3 10 4
3 8 4 3 10 4
3 7 3 4 10 4
3 9 3 4 10 4
3 9 3 3 10 4
3 9 3 4 10 4
4 9 4 3 10 4
3 8 3 3 10 4
3 9 3 3 10 4
4 9 3 3 10 4
3 8 3 3 10 4
3 9 4 3 10 4
4 4 4 3 10 4
3 10 4 4 10 4
3 9 3 4 10 4
4 9 3 3 10 4
3 10 3 4 10 4
4 9 3 3 10 4
4 8 4 3 10 4
5 4 4 4 10 4
3 9 3 3 10 4
4 9 4 4 10 4
4 9 3 3 10 4
4 4 3 3 10 4
3 9 3 3 10 4
4 4 4 4 10 4
3 9 3 3 10 4
3 4 4 3 10 4
3 9 4 3 10 4
4 9 3 3 10 4
3 8 3 3 10 4
3 9 3 4 10 4
4 3 4 4 10 4
4 3 3 3 10 4
3 10 4 4 10 4
3 9 4 4 10 4
4 8 4 5 10 4
3 3 3 3 10 4
3 9 3 3 10 4
3 9 4 3 10 4
7 9 4 4 10 4
4 9 3 3 10 4
3 9 3 4 10 4
4 8 3 3 10 4
4 9 4 3 10 4
4 9 3 3 10 4
4 8 3 4 10 4
3 8 3 4 10 4
3 9 4 4 10 4
4 9 4 4 10 4
3 9 3 3 10 4
3 9 3 4 10 4
3 9 4 3 10 4
3 9 4 3 10 4
4 9 3 3 10 4
4 8 4 3 10 4
4 8 3 3 10 4
4 9 4 3 10 4
3 9 3 3 10 4
4 9 3 3 10 4
3 8 4 3 10 4
4 9 3 4 10 4
3 9 3 3 10 4
3 3 3 3 10 4
4 9 3 3 10 4
3 7 4 4 10 4
3 8 3 3 10 4
4 9 3 3 10 4
3 9 3 3 10 4
3 4 3 4 10 4
3 9 4 3 10 4
3 9 4 3 10 4
3 9 3 3 10 4
4 9 3 4 10 4
3 9 4 3 10 4
3 10 3 4 10 4
3 3 4 3 10 4
3 8 4 3 10 4
3 9 3 4 10 4
3 9 3 3 10 4
3 8 3 3 10 4
3 9 4 3 10 4
4 9 3 3 10 4
3 7 3 4 10 4
3 8 3 3 10 4
3 9 3 4 10 4
3 9 3 5 10 4
3 9 3 5 10 4
3 4 3 3 10 4
3 9 4 3 10 4
3 9 4 3 10 4
4 3 3 3 10 4
3 9 4 3 10 4
4 9 4 3 10 4
4 9 4 3 10 4
4 10 4 3 10 4
4 9 3 5 10 4
3 9 3 3 10 4
3 9 3 3 10 4
3 9 4 3 10 4
3 8 4 3 10 4
3 9 4 3 10 4
4 9 3 3 10 4
3 7 4 3 10 4
4 9 4 7 10 4
3 3 4 4 10 4
4 9 4 3 10 4
3 7 3 3 10 4
4 9 3 5 10 4
3 9 4 4 10 4
4 9 3 4 10 4
4 9 3 3 10 4
3 9 3 5 10 4
4 9 3 3 10 4
3 9 4 4 10 4
3 9 3 3 10 4
3 9 4 4 10 4
4 9 4 3 10 4
3 9 3 3 10 4
4 4 4 4 10 4
3 9 4 3 10 4
